Program Link,_id,University Name,Program Title,Area of Study,Target Group,Focus,combined_text,embedding
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technische-hochschule-koeln-3d-animation-for-film-and-games-w60835/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w60835&hec-offset=0,6784dd641796e275dc3e09fc,Technische Hochschule Köln,3D Animation for Film and Games,"Media Technology, Graphic Design",Unknown,Unknown,"3D Animation for Film and Games | Media Technology, Graphic Design | Unknown | Unknown","[ 0.0145653  -0.01928107 -0.00377849 ... -0.01468287 -0.0145653
 -0.01545359]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/german-international-university-accounting-financial-analysis-w71901/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w71901&hec-offset=1,6784dd651796e275dc3e09fd,German International University,Accounting & Financial Analysis,"Accounting, Taxation, Controlling",Unknown,Unknown,"Accounting & Financial Analysis | Accounting, Taxation, Controlling | Unknown | Unknown","[ 0.00619053 -0.02718363  0.01493277 ...  0.00566651  0.00252243
 -0.01792714]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/frankfurt-university-of-applied-sciences-advanced-architecture-from-urban-design-to-building-construction-w60538/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w60538&hec-offset=2,6784dd651796e275dc3e09fe,Frankfurt University of Applied Sciences,Advanced Architecture - From Urban Design to Building Construction,Architecture,The programme is aimed at graduates with a first academic degree in architecture from European and non-European countries who want to focus on architecture in an international context.,Unknown,Advanced Architecture - From Urban Design to Building Construction | Architecture | Unknown | The programme is aimed at graduates with a first academic degree in architecture from European and non-European countries who want to focus on architecture in an international context.,"[ 0.01740318 -0.02066463 -0.00306008 ... -0.02794016 -0.02374121
 -0.00234375]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technische-universitaet-dresden-advanced-computational-and-civil-engineering-structural-studies-access-w30823/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w30823&hec-offset=3,6784dd651796e275dc3e09ff,Technische Universität Dresden,Advanced Computational and Civil Engineering Structural Studies (ACCESS),Civil Engineering,Unknown,Unknown,Advanced Computational and Civil Engineering Structural Studies (ACCESS) | Civil Engineering | Unknown | Unknown,"[ 0.00089035 -0.01072221  0.01519901 ... -0.03186265 -0.00890524
 -0.00726789]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/south-westphalia-university-of-applied-sciences-advanced-engineering-and-engineering-management-w6986/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w6986&hec-offset=4,6784dd651796e275dc3e0a00,South Westphalia University of Applied Sciences,Advanced Engineering and Engineering Management,"Electronics, Engineering and Management",Graduates of engineering science degree courses,"Industrial Engineering, Electronics, Mechatronics, Mechanics, Systems Engineering, International Project Management, Technical Communication, Integrated Management","Advanced Engineering and Engineering Management | Electronics, Engineering and Management | Industrial Engineering, Electronics, Mechatronics, Mechanics, Systems Engineering, International Project Management, Technical Communication, Integrated Management | Graduates of engineering science degree courses","[-0.00228134 -0.01765237 -0.01425718 ... -0.03460229  0.00529441
 -0.00566515]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/chemnitz-university-of-technology-advanced-functional-materials-w49030/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w49030&hec-offset=5,6784dd651796e275dc3e0a01,Chemnitz University of Technology,Advanced Functional Materials,"Chemistry, Nanosciences, Physics",The course is aimed at Bachelor's degree graduates with a specialisation in Physics or Chemistry,"Material Chemistry (Synthetic Methods in Chemistry; Sustainable Chemical Production Technologies), Photovoltaics with Nanotechnology; Physics of Solar Cells), Materials Physics (Surfaces, Thin Films and Interfaces; Semiconductor Physics – Nanostructures;, Advanced Functional Materials (Advanced Concepts in Chemistry and Physics; Material Characterisation;, Facets of Materials Science), Research project, Subject-specific and language specialisation modules","Advanced Functional Materials | Chemistry, Nanosciences, Physics | Material Chemistry (Synthetic Methods in Chemistry; Sustainable Chemical Production Technologies), Photovoltaics with Nanotechnology; Physics of Solar Cells), Materials Physics (Surfaces, Thin Films and Interfaces; Semiconductor Physics – Nanostructures;, Advanced Functional Materials (Advanced Concepts in Chemistry and Physics; Material Characterisation;, Facets of Materials Science), Research project, Subject-specific and language specialisation modules | The course is aimed at Bachelor's degree graduates with a specialisation in Physics or Chemistry","[ 0.00416334  0.00328257 -0.00162387 ... -0.01787418 -0.00875132
 -0.0151141 ]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-duisburg-essen-advanced-general-dental-practice-18-months-w65149/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w65149&hec-offset=6,6784dd651796e275dc3e0a02,University of Duisburg-Essen,Advanced General Dental Practice (18 months),Dental Medicine,Unknown,Unknown,Advanced General Dental Practice (18 months) | Dental Medicine | Unknown | Unknown,"[ 0.00309282 -0.00628509  0.0388774  ... -0.00969283 -0.00479006
 -0.00066754]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/west-saxon-university-of-applied-sciences-of-zwickau-advanced-green-engineering-and-sustainable-management-w66902/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w66902&hec-offset=7,6784dd651796e275dc3e0a03,West Saxon University of Applied Sciences of Zwickau,Advanced Green Engineering and Sustainable Management,"Chemical Engineering, Physical Chemistry, Physics, Sustainability Sciences (Ecological)",Unknown,Unknown,"Advanced Green Engineering and Sustainable Management | Chemical Engineering, Physical Chemistry, Physics, Sustainability Sciences (Ecological) | Unknown | Unknown","[ 0.02388504 -0.00438859  0.01404614 ... -0.02883086 -0.00968722
 -0.00349835]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-applied-sciences-rosenheim-advanced-industrial-engineering-w67373/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w67373&hec-offset=8,6784dd651796e275dc3e0a04,University of Applied Sciences Rosenheim,Advanced Industrial Engineering,Engineering and Management,Unknown,Unknown,Advanced Industrial Engineering | Engineering and Management | Unknown | Unknown,"[ 0.00662007 -0.01813015 -0.00190036 ... -0.02097648 -0.00783751
  0.00460336]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/chemnitz-university-of-technology-advanced-manufacturing-w61835/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w61835&hec-offset=9,6784dd651796e275dc3e0a05,Chemnitz University of Technology,Advanced Manufacturing,"Mechanical Engineering, Physics",Unknown,"Hybrid Technologies, Printed Functionalities, Work Design and Sustainability Management, Production Systems","Advanced Manufacturing | Mechanical Engineering, Physics | Hybrid Technologies, Printed Functionalities, Work Design and Sustainability Management, Production Systems | Unknown","[-0.00784799 -0.01228732 -0.0232004  ... -0.00231398 -0.01265109
 -0.00125972]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/freiberg-university-of-mining-and-technology-advanced-materials-analysis-w64342/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w64342&hec-offset=10,6784dd661796e275dc3e0a06,Freiberg University of Mining and Technology,Advanced Materials Analysis,Materials Science,Unknown,Unknown,Advanced Materials Analysis | Materials Science | Unknown | Unknown,"[ 0.00626411  0.00869346 -0.00693335 ... -0.00914855 -0.0055246
  0.00433335]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-erlangen-nuremberg-advanced-materials-and-processes-w22911/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w22911&hec-offset=11,6784dd661796e275dc3e0a07,University of Erlangen-Nuremberg,Advanced Materials and Processes,Materials Science,Unknown,Unknown,Advanced Materials and Processes | Materials Science | Unknown | Unknown,"[ 0.00351552  0.00412955  0.0013529  ... -0.00989203 -0.00704453
 -0.00499325]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/tu-dortmund-university-advanced-methods-in-particle-physics-w65071/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w65071&hec-offset=12,6784dd661796e275dc3e0a08,TU Dortmund University,Advanced Methods in Particle Physics,"Experimental Physics, Physics, Theoretical Physics",Unknown,"Particle Physics, Instrumentation, Detectors, Data Analysis, Applied Statistics, Machine Learning, Scientific Computing, Data Science, Artificial Intelligence","Advanced Methods in Particle Physics | Experimental Physics, Physics, Theoretical Physics | Particle Physics, Instrumentation, Detectors, Data Analysis, Applied Statistics, Machine Learning, Scientific Computing, Data Science, Artificial Intelligence | Unknown","[-0.00789708  0.01312416 -0.00439022 ... -0.01865012 -0.00342716
  0.00463928]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/freiberg-university-of-mining-and-technology-advanced-mineral-resources-development-w45393/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w45393&hec-offset=13,6784dd661796e275dc3e0a09,Freiberg University of Mining and Technology,Advanced Mineral Resources Development,"Geosciences, Mineralogy, Sustainability Sciences (Economic)",Unknown,"Economics, Mining Engineering, Mine Redevelopment, Environmental Management","Advanced Mineral Resources Development | Geosciences, Mineralogy, Sustainability Sciences (Economic) | Economics, Mining Engineering, Mine Redevelopment, Environmental Management | Unknown","[-0.00195182 -0.02290493  0.00754547 ... -0.02610034 -0.0185683
  0.02337484]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-erlangen-nuremberg-advanced-optical-technologies-w19124/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w19124&hec-offset=14,6784dd661796e275dc3e0a0a,University of Erlangen-Nuremberg,Advanced Optical Technologies,"Laser Technology, Optical Engineering, Photonics","Relevant Engineering Bachelor's degree, Bachelor's degree in Physics","Optical Technologies, Photonics, Lasers, Light","Advanced Optical Technologies | Laser Technology, Optical Engineering, Photonics | Optical Technologies, Photonics, Lasers, Light | Relevant Engineering Bachelor's degree, Bachelor's degree in Physics","[ 0.00643468 -0.01392844 -0.00221924 ... -0.02254224  0.00833781
 -0.00069682]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rhineland-palatinate-technical-university-of-kaiserslautern-landau-advanced-quantum-physics-w56976/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w56976&hec-offset=15,6784dd661796e275dc3e0a0b,Rhineland-Palatinate Technical University of Kaiserslautern-Landau,Advanced Quantum Physics,Physics,The degree course is aimed at Bachelor’s degree graduates from at home and abroad.,Unknown,Advanced Quantum Physics | Physics | Unknown | The degree course is aimed at Bachelor’s degree graduates from at home and abroad.,"[ 0.00996792 -0.01317668 -0.00657494 ... -0.03210099 -0.01122731
 -0.01696154]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/eberhard-karls-university-tuebingen-advanced-quantum-physics-w67707/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w67707&hec-offset=16,6784dd661796e275dc3e0a0c,Eberhard Karls University Tübingen,Advanced Quantum Physics,Experimental Physics,Unknown,Unknown,Advanced Quantum Physics | Experimental Physics | Unknown | Unknown,"[ 0.00689397  0.00522097 -0.00658765 ... -0.02462709 -0.01565955
 -0.01138448]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-magdeburg-advanced-semiconductor-nanotechnologies-w68077/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w68077&hec-offset=17,6784dd661796e275dc3e0a0d,University of Magdeburg,Advanced Semiconductor Nanotechnologies,"Electrical Engineering, Engineering Physics",Unknown,Unknown,"Advanced Semiconductor Nanotechnologies | Electrical Engineering, Engineering Physics | Unknown | Unknown","[ 0.00870033 -0.00721114  0.01663594 ... -0.02104983  0.00733859
 -0.00244676]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-erlangen-nuremberg-advanced-signal-processing-and-communications-engineering-w53204/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w53204&hec-offset=18,6784dd661796e275dc3e0a0e,University of Erlangen-Nuremberg,Advanced Signal Processing and Communications Engineering,Information Technology,Unknown,Unknown,Advanced Signal Processing and Communications Engineering | Information Technology | Unknown | Unknown,"[ 0.01687231 -0.00731045  0.01819666 ... -0.01733583 -0.01341574
 -0.00222823]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-leipzig-advanced-spectroscopy-in-chemistry-w15015/?hec-degreeType=37&hec-teachingLanguage=2&hec-id=w15015&hec-offset=19,6784dd671796e275dc3e0a0f,University of Leipzig,Advanced Spectroscopy in Chemistry,Chemistry,Unknown,Unknown,Advanced Spectroscopy in Chemistry | Chemistry | Unknown | Unknown,"[ 0.030341    0.00591273  0.00866213 ... -0.01480706 -0.01185911
  0.00029845]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-regensburg-advanced-synthesis-and-catalysis-w52565/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w52565&hec-offset=20,6784dd671796e275dc3e0a10,University of Regensburg,Advanced Synthesis and Catalysis,Chemistry,Unknown,"Chemical Synthesis and Catalysis, Chemical synthesis and catalysis","Advanced Synthesis and Catalysis | Chemistry | Chemical Synthesis and Catalysis, Chemical synthesis and catalysis | Unknown","[ 0.00340513  0.00573263 -0.00652381 ... -0.00803455 -0.0169694
 -0.01222233]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-applied-sciences-bremen-aeronautical-management-w5671/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w5671&hec-offset=21,6784dd671796e275dc3e0a11,University of Applied Sciences Bremen,Aeronautical Management,"Aeronautical Engineering, Business Administration, Economic Sciences, Economics",Pilots prematurely retired from active service due to unfitness to fly; engineers from aeronautical and aerospace engineering,Unknown,"Aeronautical Management | Aeronautical Engineering, Business Administration, Economic Sciences, Economics | Unknown | Pilots prematurely retired from active service due to unfitness to fly; engineers from aeronautical and aerospace engineering","[-0.00133396 -0.03920198 -0.001362   ...  0.01267795 -0.0057879
 -0.00358362]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/munich-university-of-technology-aerospace-engineering-w36775/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w36775&hec-offset=22,6784dd681796e275dc3e0a12,Munich University of Technology,Aerospace Engineering,"Aeronautical Engineering, Space Engineering",Unknown,Unknown,"Aerospace Engineering | Aeronautical Engineering, Space Engineering | Unknown | Unknown","[ 0.02960837 -0.01024654  0.00414569 ... -0.00298013 -0.00716015
 -0.00578043]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/fh-aachen-university-of-applied-sciences-aerospace-engineering-w20978/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w20978&hec-offset=23,6784dd681796e275dc3e0a13,FH Aachen - University of Applied Sciences,Aerospace Engineering,"Aeronautical Engineering, Space Engineering",Aimed at graduates in aerospace engineering/mechanical engineering/related (business) engineering disciplines who wish to qualify for managerial positions and rapid transition into the job market.,Unknown,"Aerospace Engineering | Aeronautical Engineering, Space Engineering | Unknown | Aimed at graduates in aerospace engineering/mechanical engineering/related (business) engineering disciplines who wish to qualify for managerial positions and rapid transition into the job market.","[-0.00132517 -0.01520274 -0.01384325 ... -0.01354259 -0.00536932
  0.00108743]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technical-university-of-darmstadt-aerospace-engineering-w65032/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w65032&hec-offset=24,6784dd681796e275dc3e0a14,Technical University of Darmstadt,Aerospace Engineering,"Aeronautical Engineering, Space Engineering, Mechanical Engineering",Unknown,Unknown,"Aerospace Engineering | Aeronautical Engineering, Space Engineering, Mechanical Engineering | Unknown | Unknown","[ 0.02043517 -0.01384024  0.00272024 ... -0.00603885 -0.00341453
  0.00134468]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-cologne-african-studies-and-egyptology-w68564/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w68564&hec-offset=25,6784dd681796e275dc3e0a15,University of Cologne,African Studies and Egyptology,African Studies,Unknown,Unknown,African Studies and Egyptology | African Studies | Unknown | Unknown,"[ 0.01035494 -0.01942544  0.02570196 ... -0.00483981 -0.00289826
 -0.00474381]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-cologne-african-studies-and-egyptology-w68565/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w68565&hec-offset=26,6784dd681796e275dc3e0a16,University of Cologne,African Studies and Egyptology,African Studies,Unknown,Unknown,African Studies and Egyptology | African Studies | Unknown | Unknown,"[ 0.01035494 -0.01942544  0.02570196 ... -0.00483981 -0.00289826
 -0.00474381]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-bayreuth-african-studies-critical-perspectives-on-society-politics-culture-w67187/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w67187&hec-offset=27,6784dd681796e275dc3e0a17,University of Bayreuth,"African Studies: Critical Perspectives on Society, Politics, Culture","Sociology, Social Science, Religious Studies, African Studies, Ethnology, History, Cultural History","Graduates of humanities-, social science- or history-oriented courses of study.",Unknown,"African Studies: Critical Perspectives on Society, Politics, Culture | Sociology, Social Science, Religious Studies, African Studies, Ethnology, History, Cultural History | Unknown | Graduates of humanities-, social science- or history-oriented courses of study.","[-0.00770874 -0.02026297  0.01716652 ... -0.02948755  0.00998897
  0.00726176]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-bayreuth-african-verbal-and-visual-arts-languages-literatures-media-and-art-w65558/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w65558&hec-offset=28,6784dd681796e275dc3e0a18,University of Bayreuth,"African Verbal and Visual Arts (Languages, Literatures, Media and Art)",African Studies,"Applicants should have an affinity for African languages and an academic background in African Linguistics, Media in Africa, Curatorial Studies, African Literatures, or a related discipline.",Unknown,"African Verbal and Visual Arts (Languages, Literatures, Media and Art) | African Studies | Unknown | Applicants should have an affinity for African languages and an academic background in African Linguistics, Media in Africa, Curatorial Studies, African Literatures, or a related discipline.","[-0.00106816 -0.00137381  0.01676183 ... -0.0182211   0.00942607
 -0.01755062]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/munich-university-of-technology-agricultural-biosciences-w64223/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w64223&hec-offset=29,6784dd681796e275dc3e0a19,Munich University of Technology,Agricultural Biosciences,Agrobiology,Unknown,Unknown,Agricultural Biosciences | Agrobiology | Unknown | Unknown,"[-0.00029093 -0.02154333  0.01445968 ... -0.02971677 -0.03362408
  0.00114046]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/humboldt-university-berlin-agricultural-economics-w6045/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w6045&hec-offset=30,6784dd681796e275dc3e0a1a,Humboldt University Berlin,Agricultural Economics,Agricultural Economics,"Graduates of Agriculture, Horticulture, Fisheries Management, Nutritional Science, Biology, possibly others","International Agricultural Trade and World Nutrition, Agricultural Management, Structural Change, Competitiveness of Agricultural Production, Agricultural Policy, Resource Conservation and Sustainable Land Use","Agricultural Economics | Agricultural Economics | International Agricultural Trade and World Nutrition, Agricultural Management, Structural Change, Competitiveness of Agricultural Production, Agricultural Policy, Resource Conservation and Sustainable Land Use | Graduates of Agriculture, Horticulture, Fisheries Management, Nutritional Science, Biology, possibly others","[-0.00398542 -0.02363769  0.0313976  ... -0.02288343 -0.02761353
 -0.00053853]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-bonn-agricultural-science-and-resource-management-in-the-tropics-and-subtropics-arts-w890/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w890&hec-offset=31,6784dd691796e275dc3e0a1b,University of Bonn,Agricultural Science and Resource Management in the Tropics and Subtropics (ARTS),Agricultural Science,"German and international university graduates (Diplom, Bachelor's degree etc.) in Agricultural Sciences, Environmental Sciences, Horticulture, Agricultural Economics or comparable degrees, (esp. with practical experience) aiming to work in the field of environment-friendly, resource-saving and sustainable agricultural production in developing countries",Unknown,"Agricultural Science and Resource Management in the Tropics and Subtropics (ARTS) | Agricultural Science | Unknown | German and international university graduates (Diplom, Bachelor's degree etc.) in Agricultural Sciences, Environmental Sciences, Horticulture, Agricultural Economics or comparable degrees, (esp. with practical experience) aiming to work in the field of environment-friendly, resource-saving and sustainable agricultural production in developing countries","[ 0.00035968 -0.02534127  0.00248437 ... -0.02036589 -0.01269053
 -0.00237491]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-hohenheim-agricultural-sciences-in-the-tropics-and-subtropics-w6301/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w6301&hec-offset=32,6784dd691796e275dc3e0a1c,University of Hohenheim,Agricultural Sciences in the Tropics and Subtropics,"Agricultural Science, Development Co-operation, Sustainability Sciences (Ecological)","Graduates with an above-average Bachelor degree in Agriculture, Natural Sciences or a related discipline.","Development Aid, Rural Development, Natural Resource Management, Plant and Animal Production","Agricultural Sciences in the Tropics and Subtropics | Agricultural Science, Development Co-operation, Sustainability Sciences (Ecological) | Development Aid, Rural Development, Natural Resource Management, Plant and Animal Production | Graduates with an above-average Bachelor degree in Agriculture, Natural Sciences or a related discipline.","[-0.00842439 -0.01616536  0.01968757 ... -0.02886108 -0.02066012
  0.00500732]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-hohenheim-agricultural-sciences-subject-animal-science-w69514/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w69514&hec-offset=33,6784dd691796e275dc3e0a1d,University of Hohenheim,"Agricultural Sciences, subject Animal Science","Agricultural Science, Husbandry, Biology, Microbiology, Zoology, Veterinary Medicine",Unknown,"Animal Nutrition and Feeds, Genomics and Breeding, Health and Behaviour, Microbiome","Agricultural Sciences, subject Animal Science | Agricultural Science, Husbandry, Biology, Microbiology, Zoology, Veterinary Medicine | Animal Nutrition and Feeds, Genomics and Breeding, Health and Behaviour, Microbiome | Unknown","[-0.00257676 -0.02819791  0.00745506 ... -0.02850693 -0.01850246
  0.00820186]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-hohenheim-agricultural-sciences-subject-area-advisory-and-innovation-services-in-agri-food-systems-w69547/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w69547&hec-offset=34,6784dd691796e275dc3e0a1e,University of Hohenheim,"Agricultural Sciences, subject area Advisory and Innovation Services in Agri-Food Systems","Agricultural Science, Husbandry, Sociology, Social Science, Guidance, Business Consultancy, Sustainability Sciences (Economic)",Unknown,"Sustainability and Innovation, Agricultural Policy and Marketing, Animal Sciences, Ecological Agriculture, Plant Sciences","Agricultural Sciences, subject area Advisory and Innovation Services in Agri-Food Systems | Agricultural Science, Husbandry, Sociology, Social Science, Guidance, Business Consultancy, Sustainability Sciences (Economic) | Sustainability and Innovation, Agricultural Policy and Marketing, Animal Sciences, Ecological Agriculture, Plant Sciences | Unknown","[ 0.00068359 -0.01372261 -0.00137701 ... -0.02896559 -0.02346082
  0.00628789]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-hohenheim-agricultural-sciences-subject-area-agricultural-economics-w18385/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w18385&hec-offset=35,6784dd691796e275dc3e0a1f,University of Hohenheim,"Agricultural Sciences, subject area Agricultural Economics","Agricultural Science, Economic Sciences, Economics, Sustainability Sciences (Economic)","Graduates with an above-average Bachelor degree in Agricultural Sciences, Economics or a related discipline.","Rural Community Development, Agricultural policy, Economic theory and methods, Food Security, Food Safety, Sustainability","Agricultural Sciences, subject area Agricultural Economics | Agricultural Science, Economic Sciences, Economics, Sustainability Sciences (Economic) | Rural Community Development, Agricultural policy, Economic theory and methods, Food Security, Food Safety, Sustainability | Graduates with an above-average Bachelor degree in Agricultural Sciences, Economics or a related discipline.","[ 0.00431084 -0.0300443   0.00590935 ... -0.03530847 -0.01583103
  0.01635745]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-hohenheim-agricultural-sciences-subject-area-transformation-management-for-sustainable-agri-food-systems-w69548/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w69548&hec-offset=36,6784dd691796e275dc3e0a20,University of Hohenheim,"Agricultural Sciences, subject area Transformation Management for Sustainable Agri-Food Systems","Agricultural Science, Husbandry, Ecology, Mediation, Sustainability Sciences (Ecological)",Unknown,"Agricultural Ecology and Environment, Diversification of Cultivation Systems, Tropics and Subtropics, Rural Development, Consumers and Value Chains","Agricultural Sciences, subject area Transformation Management for Sustainable Agri-Food Systems | Agricultural Science, Husbandry, Ecology, Mediation, Sustainability Sciences (Ecological) | Agricultural Ecology and Environment, Diversification of Cultivation Systems, Tropics and Subtropics, Rural Development, Consumers and Value Chains | Unknown","[ 0.00671849 -0.0215832   0.00533344 ... -0.02216085 -0.02109744
 -0.00138587]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-kassel-agriculture-ecology-and-societies-w68262/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w68262&hec-offset=37,6784dd691796e275dc3e0a21,University of Kassel,"Agriculture, Ecology and Societies","Agricultural Science, Husbandry",Unknown,Unknown,"Agriculture, Ecology and Societies | Agricultural Science, Husbandry | Unknown | Unknown","[ 0.01369908 -0.0192967   0.02429129 ... -0.0261659  -0.02477633
  0.00036194]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/munich-university-of-technology-agrifood-economics-policy-and-regulation-w70178/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w70178&hec-offset=38,6784dd691796e275dc3e0a22,Munich University of Technology,"AgriFood Economics, Policy and Regulation",Agricultural Economics,Unknown,Unknown,"AgriFood Economics, Policy and Regulation | Agricultural Economics | Unknown | Unknown","[ 0.01393159 -0.0401878   0.01814162 ... -0.01812834 -0.01540577
  0.00586349]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/kiel-university-agrigenomics-w30402/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=2&hec-id=w30402&hec-offset=39,6784dd691796e275dc3e0a23,Kiel University,AgriGenomics,Agricultural Science,Unknown,Unknown,AgriGenomics | Agricultural Science | Unknown | Unknown,"[-0.00681145 -0.02787944  0.00696986 ... -0.02817603 -0.02038381
  0.00606998]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-giessen-agrobiotechnology-w18603/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=3&hec-id=w18603&hec-offset=40,6784dd6b1796e275dc3e0a24,University of Giessen,Agrobiotechnology,Biotechnology,Graduates of a Bachelor's degree study course in Agricultural Sciences or a comparable profile,Unknown,Agrobiotechnology | Biotechnology | Unknown | Graduates of a Bachelor's degree study course in Agricultural Sciences or a comparable profile,"[ 0.00262605 -0.0327961   0.0030599  ... -0.03339858 -0.01170915
  0.02024871]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technische-hochschule-ingolstadt-ai-engineering-of-autonomous-systems-w67521/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=3&hec-id=w67521&hec-offset=41,6784dd6b1796e275dc3e0a25,Technische Hochschule Ingolstadt,AI Engineering of Autonomous Systems,"Automation Technology, Vehicle Engineering",Unknown,"Data Engineering, Machine Perception, Systems Engineering, Systems Simulation, Computing and Connectivity Technologies, Sensor Networks Technologies, Sensor Data Fusion","AI Engineering of Autonomous Systems | Automation Technology, Vehicle Engineering | Data Engineering, Machine Perception, Systems Engineering, Systems Simulation, Computing and Connectivity Technologies, Sensor Networks Technologies, Sensor Data Fusion | Unknown","[-0.00564409 -0.00571057 -0.01696552 ... -0.03183029 -0.00559756
  0.00429789]"
