Program Link,_id,University Name,Program Title,Area of Study,Target Group,Focus,combined_text,embedding
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-hamburg-european-and-international-law-meil-w46867/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=36&hec-id=w46867&hec-offset=707,6784dde11796e275dc3e0cbf,University of Hamburg,European and International Law (MEIL),"European Law, International Law",Unknown,Unknown,"European and International Law (MEIL) | European Law, International Law | Unknown | Unknown","[ 1.2959272e-02 -1.0974519e-02  7.4784989e-03 ... -1.2900896e-02
  8.3762185e-05 -1.6241251e-02]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-goettingen-european-and-transnational-intellectual-property-and-information-technology-law-w58632/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=36&hec-id=w58632&hec-offset=708,6784dde11796e275dc3e0cc0,University of Göttingen,European and Transnational Intellectual Property and Information Technology Law,"International Law, Jurisprudence, Legal, Commercial Law",Unknown,"Intellectual Property Rights, Intellectual Property Law, IP Law, Copyright Law, Patent Law, Information Technology Law, IT Law, Data Protection Law, Intellectual Property Law, Information Technology Law","European and Transnational Intellectual Property and Information Technology Law | International Law, Jurisprudence, Legal, Commercial Law | Intellectual Property Rights, Intellectual Property Law, IP Law, Copyright Law, Patent Law, Information Technology Law, IT Law, Data Protection Law, Intellectual Property Law, Information Technology Law | Unknown","[ 0.0089017  -0.01643491  0.0244006  ... -0.02633716  0.00953431
 -0.0107027 ]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technical-university-of-applied-sciences-wildau-european-business-management-w71537/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=36&hec-id=w71537&hec-offset=709,6784dde21796e275dc3e0cc1,Technical University of Applied Sciences Wildau,European Business Management,Business Administration,Unknown,Unknown,European Business Management | Business Administration | Unknown | Unknown,"[ 0.00148549 -0.03539938  0.00160031 ... -0.01097174  0.00165126
 -0.01178039]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/bamberg-university-european-economic-studies-ees-w6707/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=36&hec-id=w6707&hec-offset=710,6784dde21796e275dc3e0cc2,Bamberg University,European Economic Studies (EES),"Economics, Economic Sciences, Economics",Unknown,Unknown,"European Economic Studies (EES) | Economics, Economic Sciences, Economics | Unknown | Unknown","[ 0.00538972 -0.03109048  0.02096151 ... -0.01971365  0.01583729
 -0.01675328]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/eberhard-karls-university-tuebingen-european-economics-w26396/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=36&hec-id=w26396&hec-offset=711,6784dde21796e275dc3e0cc3,Eberhard Karls University Tübingen,European Economics,Economics,"This double degree program is conducted in cooperation with the Università degli studi di Pavia. Students spend one year at the University of Tübingen and one year at the partner institution, earning a degree from both institutions. Students of this program are full students at both universities.
The Pavia Tübingen Dual Degree Program provides students with a unique study experience. Designed as a two-year program to be completed at both of the partnering universities, featuring a broad range of courses and granting two degrees, this master program perfectly prepares graduates for an international career.
This master program endows students with the skills and capacities necessary to succeed in the European economic world. With one study year in Pavia, Italy, and one study year in Tübingen, Germany, students experience two cultures, two campus lives, two academic practices. Graduates look forward to excellent career perspectives in various sectors.  By the end of their studies they are granted two master degrees: the Laurea Magistrale degree and the Master of Science degree.
Students may choose to either start their master at the Università degli Studi di Pavia or at the Eberhard Karls Universität Tübingen.  To complete their studies, students are obliged to obtain a total of 120 ECTS-Credits, 60 must be earned at each of the two universities.
The program may be completed on a PhD track, preparing students for an academic career.
Studying in Tübingen students focus on up to three specializations out of Economics, International Economics, Finance and Econometrics. Depending on their specialisation they take compulsory and elective courses.
Studying in Pavia students can choose courses out of a set of specialisations in the field of Economics.
A series of additional courses on economic globalization, like International Trade, Labor Migration, International Capital Flows and International Financial markets educate students to become true experts in International Economics.
Specialisations in Tübingen
        Econometrics (taught in English)
        Economics (taught in English)
        International Economics (taught in English)
        Finance (taught in English)
Specialisations in Pavia
        Industrial Organisation & Market Strategies (taught in English)
        International Economic Integration (taught in English)
        Finance (taught in English)",Unknown,"European Economics | Economics | Unknown | This double degree program is conducted in cooperation with the Università degli studi di Pavia. Students spend one year at the University of Tübingen and one year at the partner institution, earning a degree from both institutions. Students of this program are full students at both universities.
The Pavia Tübingen Dual Degree Program provides students with a unique study experience. Designed as a two-year program to be completed at both of the partnering universities, featuring a broad range of courses and granting two degrees, this master program perfectly prepares graduates for an international career.
This master program endows students with the skills and capacities necessary to succeed in the European economic world. With one study year in Pavia, Italy, and one study year in Tübingen, Germany, students experience two cultures, two campus lives, two academic practices. Graduates look forward to excellent career perspectives in various sectors.  By the end of their studies they are granted two master degrees: the Laurea Magistrale degree and the Master of Science degree.
Students may choose to either start their master at the Università degli Studi di Pavia or at the Eberhard Karls Universität Tübingen.  To complete their studies, students are obliged to obtain a total of 120 ECTS-Credits, 60 must be earned at each of the two universities.
The program may be completed on a PhD track, preparing students for an academic career.
Studying in Tübingen students focus on up to three specializations out of Economics, International Economics, Finance and Econometrics. Depending on their specialisation they take compulsory and elective courses.
Studying in Pavia students can choose courses out of a set of specialisations in the field of Economics.
A series of additional courses on economic globalization, like International Trade, Labor Migration, International Capital Flows and International Financial markets educate students to become true experts in International Economics.
Specialisations in Tübingen
        Econometrics (taught in English)
        Economics (taught in English)
        International Economics (taught in English)
        Finance (taught in English)
Specialisations in Pavia
        Industrial Organisation & Market Strategies (taught in English)
        International Economic Integration (taught in English)
        Finance (taught in English)","[ 0.00433081 -0.02030816  0.03643208 ... -0.01042725  0.00050845
 -0.01651037]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/filmuniversitaet-babelsberg-konrad-wolf-european-film-business-and-law-mba-cooperative-study-programme-w70290/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=36&hec-id=w70290&hec-offset=712,6784dde21796e275dc3e0cc4,Filmuniversität Babelsberg Konrad Wolf,European Film Business and Law (MBA) (cooperative study programme),Media Management,Professionals and managers from film and TV,Unknown,European Film Business and Law (MBA) (cooperative study programme) | Media Management | Unknown | Professionals and managers from film and TV,"[ 0.00041798 -0.04674175 -0.00017045 ... -0.00194757 -0.00910825
 -0.02132217]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-potsdam-european-film-business-and-law-llm-w65324/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=36&hec-id=w65324&hec-offset=713,6784dde21796e275dc3e0cc5,University of Potsdam,European Film Business and Law LL.M,"Media Management, Commercial Law",Professionals and managers from film and TV,Unknown,"European Film Business and Law LL.M | Media Management, Commercial Law | Unknown | Professionals and managers from film and TV","[ 1.1345359e-02 -3.2012019e-02  4.1979160e-03 ... -3.1043272e-03
 -7.8700519e-05 -1.7830323e-02]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-leipzig-european-financial-markets-and-institutions-w71162/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=36&hec-id=w71162&hec-offset=714,6784dde21796e275dc3e0cc6,University of Leipzig,European Financial Markets and Institutions,Economics,Unknown,Unknown,European Financial Markets and Institutions | Economics | Unknown | Unknown,"[ 0.00626962 -0.02910088  0.01039871 ... -0.01457631  0.00228442
 -0.01734412]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/humboldt-university-berlin-european-history-w39926/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=36&hec-id=w39926&hec-offset=715,6784dde21796e275dc3e0cc7,Humboldt University Berlin,European History,History,Humanities scholars,"Methodology and Theory/Historical Methodology, Cultural History, Religious History and History of Science, History of Dictatorships, Conflicts and Violence, Colonialism and Post-colonialism, Imperial History and Nation Building, Migration, International and Transcultural Relationships/Migration, Social and Economic History","European History | History | Methodology and Theory/Historical Methodology, Cultural History, Religious History and History of Science, History of Dictatorships, Conflicts and Violence, Colonialism and Post-colonialism, Imperial History and Nation Building, Migration, International and Transcultural Relationships/Migration, Social and Economic History | Humanities scholars","[-0.00588276 -0.00921032  0.0098282  ... -0.00395188  0.0044346
 -0.00717645]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-bayreuth-european-interdisciplinary-master-african-studies-eimas-w65243/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=36&hec-id=w65243&hec-offset=716,6784dde21796e275dc3e0cc8,University of Bayreuth,European Interdisciplinary Master African Studies (EIMAS),"Sociology, Social Science, Intercultural Studies",Unknown,Unknown,"European Interdisciplinary Master African Studies (EIMAS) | Sociology, Social Science, Intercultural Studies | Unknown | Unknown","[-0.00491749 -0.02044883  0.01440263 ... -0.01796699 -0.01052145
 -0.01978877]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/berlin-university-of-the-arts-european-jazz-masters-eujam-w50275/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=36&hec-id=w50275&hec-offset=717,6784dde21796e275dc3e0cc9,Berlin University of the Arts,European Jazz Master's (EUJAM),Jazz,Graduates with a first professionally qualifying university degree,"Artistic Project, Performance Studies","European Jazz Master's (EUJAM) | Jazz | Artistic Project, Performance Studies | Graduates with a first professionally qualifying university degree","[ 0.00361782 -0.026125   -0.00303744 ... -0.02928645  0.00829386
 -0.00592938]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-cologne-european-legal-perspectives-w67459/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=36&hec-id=w67459&hec-offset=718,6784dde21796e275dc3e0cca,University of Cologne,European Legal Perspectives,European Law,Unknown,Unknown,European Legal Perspectives | European Law | Unknown | Unknown,"[ 0.02759172 -0.01866422  0.03262975 ...  0.00269522  0.00287468
  0.00018783]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-kassel-european-master-in-business-studies-w28357/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=36&hec-id=w28357&hec-offset=719,6784dde31796e275dc3e0ccb,University of Kassel,European Master in Business Studies,"Economic Sciences, Economics",Students with a Bachelor's degree in Economic Sciences or in a different subject with a focus on Economic Sciences,Unknown,"European Master in Business Studies | Economic Sciences, Economics | Unknown | Students with a Bachelor's degree in Economic Sciences or in a different subject with a focus on Economic Sciences","[ 0.00094729 -0.02910283  0.01479608 ... -0.03569604 -0.00094649
 -0.01197594]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-siegen-european-master-in-embedded-intelligence-nanosystems-engineering-eminent-w70344/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w70344&hec-offset=720,6784dde41796e275dc3e0ccc,University of Siegen,European Master in Embedded Intelligence Nanosystems Engineering (EMINENT),"Electronics, Microsystems Technology, Communications Engineering, Systems Engineering, Materials Science, Nanosciences",Unknown,Unknown,"European Master in Embedded Intelligence Nanosystems Engineering (EMINENT) | Electronics, Microsystems Technology, Communications Engineering, Systems Engineering, Materials Science, Nanosciences | Unknown | Unknown","[-0.00440592 -0.01218386  0.01696145 ... -0.04262663 -0.00242089
 -0.02498942]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-oldenburg-european-master-in-migration-and-intercultural-relations-w32680/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w32680&hec-offset=721,6784dde41796e275dc3e0ccd,University of Oldenburg,European Master in Migration and Intercultural Relations,Intercultural Studies,Unknown,Unknown,European Master in Migration and Intercultural Relations | Intercultural Studies | Unknown | Unknown,"[ 0.00661523 -0.0292866   0.03541328 ... -0.03359113 -0.01191666
 -0.01550157]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/dortmund-university-of-applied-sciences-and-arts-european-master-in-project-management-w15532/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w15532&hec-offset=722,6784dde41796e275dc3e0cce,Dortmund University of Applied Sciences and Arts,European Master in Project Management,"International Business Administration, Economic Sciences, Economics","Diplom or Bachelor's degree graduates in Business Administration, Business or Business Informatics or a closely related subject that wish to perform senior management roles in projects with companies, associations and authorities.","Project Management, IT Project Management, Management of Global Business Projects, IT, Business Administration, Quality Management, E-Commerce, E-Government, E-Business","European Master in Project Management | International Business Administration, Economic Sciences, Economics | Project Management, IT Project Management, Management of Global Business Projects, IT, Business Administration, Quality Management, E-Commerce, E-Government, E-Business | Diplom or Bachelor's degree graduates in Business Administration, Business or Business Informatics or a closely related subject that wish to perform senior management roles in projects with companies, associations and authorities.","[-0.00497778 -0.04221311 -0.01018051 ... -0.03259819 -0.01166516
 -0.02077235]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-oldenburg-european-masters-course-in-renewable-energy-w51053/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w51053&hec-offset=723,6784dde41796e275dc3e0ccf,University of Oldenburg,European Master's course in Renewable Energy,Renewable Energies,Unknown,"Renewable Energy Sources, Sustainability","European Master's course in Renewable Energy | Renewable Energies | Renewable Energy Sources, Sustainability | Unknown","[ 0.022858   -0.04102242  0.00406711 ... -0.03030939 -0.00424278
 -0.01421333]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rhineland-palatinate-technical-university-of-kaiserslautern-landau-european-masters-degree-in-embedded-computing-systems-emecs-w35054/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w35054&hec-offset=724,6784dde41796e275dc3e0cd0,Rhineland-Palatinate Technical University of Kaiserslautern-Landau,European Master's degree in Embedded Computing Systems (EMECS),Computer Science,Unknown,Unknown,European Master's degree in Embedded Computing Systems (EMECS) | Computer Science | Unknown | Unknown,"[ 0.01800364 -0.0213208   0.00854705 ... -0.02697871  0.00249456
 -0.0207189 ]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/dortmund-university-of-applied-sciences-and-arts-european-masters-in-project-management-3-and-4-semesters-with-one-semester-abroad-w49934/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w49934&hec-offset=725,6784dde51796e275dc3e0cd1,Dortmund University of Applied Sciences and Arts,European Master's in Project Management (3 and 4 semesters with one semester abroad),"International Business Administration, Economic Sciences, Economics","Graduates of a Diplom or a Bachelor's course in Economics, Business Informatics or Industrial Engineering or a related course of study who would like to carry out higher management roles in projects in companies, associations and authorities.","E-Commerce, E-Government, E-Business, Management of Global Business Projects, Quality Management, Project Management, Business Administration","European Master's in Project Management (3 and 4 semesters with one semester abroad) | International Business Administration, Economic Sciences, Economics | E-Commerce, E-Government, E-Business, Management of Global Business Projects, Quality Management, Project Management, Business Administration | Graduates of a Diplom or a Bachelor's course in Economics, Business Informatics or Industrial Engineering or a related course of study who would like to carry out higher management roles in projects in companies, associations and authorities.","[ 0.00378756 -0.03664794 -0.00626581 ... -0.02178502 -0.0024211
 -0.02145851]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/mainz-university-european-studies-w33878/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w33878&hec-offset=726,6784dde51796e275dc3e0cd2,Mainz University,European Studies,"Political Science, European Studies, European Law","The course is aimed at graduates of a BA (or equivalent degree) in Political Sciences, Law, Economic Sciences, Media or Communication Studies, Sociology, History or Philosophy, who are planning to follow an EU-focused career and have a good command of foreign languages: English Level B2 and French Level B1 are admission requirements (command of German and Polish is not a requirement).","Central Eastern Europe in the European integration process, Culture and Society in Europe, Selected EU Policies, European Basic Rights and Freedoms, European Institutions and EU Law, Political Science and European Politics","European Studies | Political Science, European Studies, European Law | Central Eastern Europe in the European integration process, Culture and Society in Europe, Selected EU Policies, European Basic Rights and Freedoms, European Institutions and EU Law, Political Science and European Politics | The course is aimed at graduates of a BA (or equivalent degree) in Political Sciences, Law, Economic Sciences, Media or Communication Studies, Sociology, History or Philosophy, who are planning to follow an EU-focused career and have a good command of foreign languages: English Level B2 and French Level B1 are admission requirements (command of German and Polish is not a requirement).","[ 0.01282995 -0.00679728  0.01670485 ... -0.01329649 -0.00376151
 -0.01071106]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-regensburg-european-studies-w64275/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w64275&hec-offset=727,6784dde51796e275dc3e0cd3,University of Regensburg,European Studies,"Political Science, American Studies, History, Intercultural Studies, Economic Sciences, Economics, European Law","- Graduates with a first university degree or equivalent in a Humanities, Cultural, Social or Social Science subject
- Graduates of the first or second state law exam",Unknown,"European Studies | Political Science, American Studies, History, Intercultural Studies, Economic Sciences, Economics, European Law | Unknown | - Graduates with a first university degree or equivalent in a Humanities, Cultural, Social or Social Science subject
- Graduates of the first or second state law exam","[ 0.01448133 -0.02436271  0.01454686 ... -0.02201686  0.01427164
  0.00276685]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-magdeburg-european-studies-w10010/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w10010&hec-offset=728,6784dde51796e275dc3e0cd4,University of Magdeburg,European Studies,"Political Science, European Studies, Economic Sciences, Economics",Unknown,"European Social and Economic Policy Analysis, European Social and Cultural Policy Analysis","European Studies | Political Science, European Studies, Economic Sciences, Economics | European Social and Economic Policy Analysis, European Social and Cultural Policy Analysis | Unknown","[ 0.00507335 -0.01904135  0.03057049 ... -0.00841862  0.00593412
 -0.00278447]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/europa-universitaet-flensburg-european-studies-w15656/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w15656&hec-offset=729,6784dde51796e275dc3e0cd5,Europa-Universität Flensburg,European Studies,"International Relations, European Studies, International Business Administration",Graduates of European Studies courses of study and similar and Economics with interest in European issues,"Research on European Integration, Politics, Humanities in the European Union, Law, Economics, Sociology","European Studies | International Relations, European Studies, International Business Administration | Research on European Integration, Politics, Humanities in the European Union, Law, Economics, Sociology | Graduates of European Studies courses of study and similar and Economics with interest in European issues","[ 0.00216289 -0.03006605  0.0247944  ... -0.02001461 -0.00466629
 -0.00531894]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-duesseldorf-european-studies-w30854/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w30854&hec-offset=730,6784dde51796e275dc3e0cd6,University of Düsseldorf,European Studies,European Studies,The Master's program European Studies at the Heinrich Heine University builds on a previous successful four-year Bachelor program and is aimed at students interested in science.,Unknown,European Studies | European Studies | Unknown | The Master's program European Studies at the Heinrich Heine University builds on a previous successful four-year Bachelor program and is aimed at students interested in science.,"[ 0.01053155 -0.01649661  0.0136084  ... -0.02201283  0.02002231
  0.00490475]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/bauhaus-universitaet-weimar-european-urban-studies-w5814/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w5814&hec-offset=731,6784dde51796e275dc3e0cd7,Bauhaus-Universität Weimar,European Urban Studies,"Regional Planning, Urban Planning, Media Culture","Architects, landscape architects, urban planners, city & regional planners, geographers, city and regional sociologists, as well as social, cultural and political scientists","Urban Sociology, Urban, Landscape and Regional Planning, Town Planning","European Urban Studies | Regional Planning, Urban Planning, Media Culture | Urban Sociology, Urban, Landscape and Regional Planning, Town Planning | Architects, landscape architects, urban planners, city & regional planners, geographers, city and regional sociologists, as well as social, cultural and political scientists","[ 0.00689267 -0.00899497  0.01925262 ... -0.01936977 -0.01326465
 -0.01985141]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-regensburg-european-american-studies-w19570/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w19570&hec-offset=732,6784dde51796e275dc3e0cd8,University of Regensburg,European-American Studies,"American Studies, European Studies, North American Studies","Graduates of a first professionally qualifying university degree or equivalent degree with 6 semesters and 180 CP or a comparable scope in a subject with study components of at least 30 CP, which relate to the European-North American area","Cultural Transfer and Mobility, Transnational Spaces and Cultural Encounters, Political Relations and Responsibilities","European-American Studies | American Studies, European Studies, North American Studies | Cultural Transfer and Mobility, Transnational Spaces and Cultural Encounters, Political Relations and Responsibilities | Graduates of a first professionally qualifying university degree or equivalent degree with 6 semesters and 180 CP or a comparable scope in a subject with study components of at least 30 CP, which relate to the European-North American area","[ 0.01500483 -0.02728865  0.03262603 ... -0.01108683  0.01958347
 -0.03301848]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-applied-sciences-bremen-european-asian-management-w32465/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w32465&hec-offset=733,6784dde51796e275dc3e0cd9,University of Applied Sciences Bremen,European-Asian Management,"Asian Studies, European Studies, International Business Administration",The programme is primarily aimed at prospective students with a non-business first degree course and at least one year of professional experience who are seeking management positions at the interface with Europe or the East Asian markets.,Unknown,"European-Asian Management | Asian Studies, European Studies, International Business Administration | Unknown | The programme is primarily aimed at prospective students with a non-business first degree course and at least one year of professional experience who are seeking management positions at the interface with Europe or the East Asian markets.","[-0.0095017  -0.03405262  0.0046663  ... -0.01602476  0.00457525
 -0.01494517]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-jena-evolution-ecology-and-systematics-w37693/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w37693&hec-offset=734,6784dde51796e275dc3e0cda,University of Jena,"Evolution, Ecology and Systematics","Botany, Ecology","The course is aimed at graduates with a first professional degree in
Degree courses in the field of Biology or one that is equivalent to a Bachelor's degree in the amount of 180 credits and subject-related study at a university or higher education institution in Germany or abroad.","Specialised Zoology, Ecology, Theory of Society, Zoology, Anthropology, Statistics, Research, Chemistry, Geochemistry","Evolution, Ecology and Systematics | Botany, Ecology | Specialised Zoology, Ecology, Theory of Society, Zoology, Anthropology, Statistics, Research, Chemistry, Geochemistry | The course is aimed at graduates with a first professional degree in
Degree courses in the field of Biology or one that is equivalent to a Bachelor's degree in the amount of 180 credits and subject-related study at a university or higher education institution in Germany or abroad.","[ 0.01149726 -0.02179244  0.00334771 ... -0.02657489 -0.00772947
 -0.02087473]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/ludwig-maximilians-university-munich-evolution-ecology-and-systematics-w20722/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w20722&hec-offset=735,6784dde61796e275dc3e0cdb,Ludwig Maximilians University Munich,"Evolution, Ecology and Systematics","Biology, Ecology",Unknown,Unknown,"Evolution, Ecology and Systematics | Biology, Ecology | Unknown | Unknown","[ 0.0231952  -0.01974986  0.00570915 ... -0.0165863  -0.02213214
 -0.0297913 ]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/mainz-university-evolutionary-biology-w70346/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w70346&hec-offset=736,6784dde61796e275dc3e0cdc,Mainz University,Evolutionary Biology,Anthropobiology,Unknown,Unknown,Evolutionary Biology | Anthropobiology | Unknown | Unknown,"[ 0.0137907  -0.013607    0.01738599 ... -0.02292327 -0.01426307
 -0.0148273 ]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/escp-european-school-of-management-in-berlin-executive-master-in-digital-innovation-and-entrepreneurial-leadership-w58464/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w58464&hec-offset=737,6784dde61796e275dc3e0cdd,ESCP European School of Management in Berlin,Executive Master in Digital Innovation and Entrepreneurial Leadership,"International Business Administration, Economic Sciences, Economics, Business Management, Organization Management",Unknown,"Entrepreneurship, Leadership, Digital Transformation, Innovation, Intrapreneurship, Entrepreneurship","Executive Master in Digital Innovation and Entrepreneurial Leadership | International Business Administration, Economic Sciences, Economics, Business Management, Organization Management | Entrepreneurship, Leadership, Digital Transformation, Innovation, Intrapreneurship, Entrepreneurship | Unknown","[-0.01647149 -0.02450413 -0.03386025 ... -0.05320147  0.00285335
 -0.02025849]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-mannheim-executive-master-of-business-administration-w7650/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w7650&hec-offset=738,6784dde61796e275dc3e0cde,University of Mannheim,Executive Master of Business Administration,Business Administration,Graduates with at least 8 years of professional experience,Unknown,Executive Master of Business Administration | Business Administration | Unknown | Graduates with at least 8 years of professional experience,"[-0.00745922 -0.0387129  -0.01172255 ... -0.04088661  0.02696446
 -0.01140555]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/hertie-school-executive-master-of-public-administration-executive-mpa-w22638/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=37&hec-id=w22638&hec-offset=739,6784dde61796e275dc3e0cdf,Hertie School,Executive Master of Public Administration (Executive MPA),"Political Science, Administrative Studies","The Executive MPA programme is aimed at applicants with professional experience in the public, private or the non-profit sector.","Leading innovation and managing change, Digitalisation and Big Data, Governance and public policy, Global governance frontiers, Management: challenges, concepts and resources","Executive Master of Public Administration (Executive MPA) | Political Science, Administrative Studies | Leading innovation and managing change, Digitalisation and Big Data, Governance and public policy, Global governance frontiers, Management: challenges, concepts and resources | The Executive MPA programme is aimed at applicants with professional experience in the public, private or the non-profit sector.","[-0.00444358 -0.01121259 -0.01822775 ... -0.01690633  0.00326467
 -0.02554735]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/escp-european-school-of-management-in-berlin-executive-mba-w14748/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=38&hec-id=w14748&hec-offset=740,6784dde81796e275dc3e0ce0,ESCP European School of Management in Berlin,Executive MBA,"Business Administration, International Business Administration, Accounting, Taxation, Controlling, Business Consultancy, Business Management, Organization Management, Sustainability Sciences (Economic)",Specialist and managerial personnel with at least 5 years professional experience.,Unknown,"Executive MBA | Business Administration, International Business Administration, Accounting, Taxation, Controlling, Business Consultancy, Business Management, Organization Management, Sustainability Sciences (Economic) | Unknown | Specialist and managerial personnel with at least 5 years professional experience.","[-0.00941446 -0.04055462 -0.00714491 ... -0.02612255  0.00897478
 -0.02204899]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/frankfurt-school-of-finance-management-executive-mba-w32633/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=38&hec-id=w32633&hec-offset=741,6784dde81796e275dc3e0ce1,Frankfurt School of Finance & Management,Executive MBA,Business Administration,Experienced business executives who would like to develop their management expertise and leadership skills with a demanding course of studies and expand their professional networks across diverse industries.,"Personal Leadership Coaching, Knowledge of executive leadership and general management, as well as business acumen, Curriculum of global management and leadership essentials, International network of experienced professionals across industries and countries, Engage leaders to challenge, innovate and create a lasting impact in the world, Effective executive communication, collaboration and cooperation skills","Executive MBA | Business Administration | Personal Leadership Coaching, Knowledge of executive leadership and general management, as well as business acumen, Curriculum of global management and leadership essentials, International network of experienced professionals across industries and countries, Engage leaders to challenge, innovate and create a lasting impact in the world, Effective executive communication, collaboration and cooperation skills | Experienced business executives who would like to develop their management expertise and leadership skills with a demanding course of studies and expand their professional networks across diverse industries.","[-0.03013886 -0.02109461 -0.01129883 ... -0.04770907  0.01281485
 -0.03493309]"
